Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transaction [risk],2376,0,1200.0,1193.4995817241802,300.4626671317965,2392.4965001642704,122.89520202020202,81.77047946478075,0.0,1200,1400,1500,1500,1700,1900,2000,2100,2200,2400,2400
,Aggregated,2376,0,1200.0,1193.4995817241802,300.4626671317965,2392.4965001642704,122.89520202020202,81.77047946478075,0.0,1200,1400,1500,1500,1700,1900,2000,2100,2200,2400,2400
