Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transaction [risk],2367,0,1100.0,1192.5422693955873,327.7115421369672,2516.605625161901,122.88593155893535,81.5286998598644,0.0,1100,1300,1400,1500,1700,1900,2100,2200,2400,2500,2500
,Aggregated,2367,0,1100.0,1192.5422693955873,327.7115421369672,2516.605625161901,122.88593155893535,81.5286998598644,0.0,1100,1300,1400,1500,1700,1900,2100,2200,2400,2500,2500
