Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transaction [risk],2270,0,1200.0,1246.356286461227,377.06641713157296,2403.181958012283,122.89295154185022,78.37716068316755,0.0,1200,1400,1600,1600,1800,2000,2100,2200,2300,2400,2400
,Aggregated,2270,0,1200.0,1246.356286461227,377.06641713157296,2403.181958012283,122.89295154185022,78.37716068316755,0.0,1200,1400,1600,1600,1800,2000,2100,2200,2300,2400,2400
