Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transaction [WEST],2284,0,1100.0,1211.0741976791285,330.5437079980038,4177.747541980352,122.89798598949211,78.65781682816053,0.0,1100,1300,1500,1600,1800,2100,3200,3600,4100,4200,4200
,Aggregated,2284,0,1100.0,1211.0741976791285,330.5437079980038,4177.747541980352,122.89798598949211,78.65781682816053,0.0,1100,1300,1500,1600,1800,2100,3200,3600,4100,4200,4200
